2022-03-30,2022-03-31,2022-04-01,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29
0.0,1.1461318051575937,1.332861144200118,1.564663082321869,1.5099320691542442,6.123434532049831,12.68149769807797,13.318953027912816,23.531116190721473,23.77257654293166,3.943852419432729,10.018994881040534,10.814204307652693,-3.5961495122500935,2.520846077074139,30.13747142719166,47.870319693506325,39.100479701233056,67.73445800199607,83.02050803258105,38.987798203534965,166.96822381764912
,0.0,0.18461342585224053,0.4137887131170877,0.35967788140178736,4.920902695992608,11.404653531527511,12.034885571505873,22.131330171563157,22.370054429130732,2.7660183976827826,8.772320718082566,9.55851927300507,-4.688544418626864,1.3591367730846298,28.66282585861158,46.19473533437311,37.524270299519365,65.83378425693095,80.94662125600789,37.41286564598782,163.94308813699587
,,0.0,0.22875297855439888,0.17474185861795435,4.727561556791103,11.19936457505957,11.8284352660842,21.90627482128673,22.14455917394759,2.576648133439242,8.571882446386027,9.35663224781574,-4.864177918983321,1.1723590150913417,28.42573471008738,45.92533756949961,37.270849880857824,65.52819698173154,80.61318506751391,37.15965051628275,163.4567116759333
,,,0.0,5.293700432007227,11.999484170481646,27.700045135082856,28.15139596363402,44.4806241537172,44.2613966084209,26.926300857566567,27.406667096524593,27.426010703462506,9.29137919917467,25.701205751499117,54.21690631246373,70.39138564704365,72.01302469533817,101.49590560319814,100.78986394996451,71.42304468373203,203.22393448965119
,,,,0.0,4.544877894069136,11.005391690453532,11.633365049159531,21.69362511893434,21.9314938154139,2.397716460513797,8.382492863939108,9.165873771011746,-5.030130034887413,0.9958769425943502,28.201712654614656,45.67078972407231,37.03139866793529,65.2394544877894,80.29812876625437,36.92039327624484,162.99714557564226
,,,,,0.0,-3.94194756554307,2.2066167290886547,0.6928838951310947,,,,,-12.887016229712847,-16.841448189762794,-17.7465667915106,13.461298377028713,24.13233458177278,33.43945068664171,43.15855181023721,11.154806491885164,113.95443196004994
,,,,,,0.0,-0.4500959994963982,3.8683075760914107,2.7005759969783716,-7.865663655534908,-7.500550816782596,-10.01227534544081,-11.859872210506438,-19.234522048408913,0.19199899279217328,13.534355229611911,16.272701520254333,30.836297252211146,26.19369865600704,7.220421138774354,119.51150420194519
,,,,,,,0.0,0.848195568742559,-0.2805818041087511,-6.098622891605129,-6.97584416422098,-8.685135614538655,-6.966168929596532,-7.894991453542737,-1.1320024510594353,7.4370303479859405,9.66233431160705,24.55574547682781,31.986325668397463,4.715064340310255,103.43793336988425
,,,,,,,,0.0,13.96136681976612,-0.8078439037102245,,-7.5702791621876955,1.0423792305938266,-4.76888497996677,-5.948076484576042,-0.8111013388058271,-4.140200006514882,9.82442424834684,14.101436528877167,-2.2964917424020364,84.79429297371249
,,,,,,,,,0.0,-12.959839931399179,,-18.893811633557245,-11.33628698013435,-16.435615263684436,-17.47034443332857,-12.962698299271121,-15.883950264399042,-3.630127197370314,0.12290981849364206,-14.266114048878098,62.155209375446596
,,,,,,,,,,0.0,-0.9341942574529367,-2.7544992444016976,-0.9238906443192545,-1.913037505151785,5.289188075285079,14.414754774007429,16.78458579475203,32.64528094518479,40.558455831845045,11.516004945734315,116.65063882401434
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0,9.31806167400881,3.0308370044052944,1.7550660792951607,7.312775330396476,3.7110132158590217,18.819383259911888,23.4466960352423,5.705726872246696,99.92951541850219
,,,,,,,,,,,,,0.0,-8.36696068278397,13.67353497839518,28.81119880012856,31.918008784773082,48.44123843873872,43.173945648680494,21.6476806056494,149.04831625183016
,,,,,,,,,,,,,,0.0,7.342694071921274,16.646241114884962,19.0622920970622,35.23232606183688,43.29983542841134,13.690955565671054,120.87608109527646
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.0,-4.130390767361817,1.4679084834986722,4.150637780927298,-5.9053789566039,51.228318822973584
,,,,,,,,,,,,,,,,,0.0,3.8268864933418043,-7.270133164235876,-11.204819277108427,50.53899809765379
,,,,,,,,,,,,,,,,,,0.0,-1.325866198846176,2.4695523093013225,10.87682601801559
,,,,,,,,,,,,,,,,,,,0.0,7.270944242084615,11.078033062482508
,,,,,,,,,,,,,,,,,,,,0.0,55.37503097235496
,,,,,,,,,,,,,,,,,,,,,0.0
