2021-09-30,2021-10-01,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29
0.0,-2.6326415246709236,14.326092223209223,-8.709521117661318,-2.927400468384086,-21.57393200355327,-21.448760397318907,-14.435112654445609,-25.256399903092962,-33.41678107082292,-31.90260841476219,-35.27416619559073,-36.909472664136324,-40.68077202616492,-41.593313413550845,-38.968747476378915,-40.543487038682066,-48.05378341274328,-48.8007752563999,-46.59210207542599,-92.89348300088832
,0.0,17.41726797710872,-6.2411876917973,-0.3027287053164212,-19.453429543004074,-19.324873517458734,-12.121589118354478,-23.235464875176255,-31.616488347018347,-30.06137513477649,-33.52409388736833,-35.20361615658953,-39.07688479721324,-40.01409969312433,-37.31857012523845,-38.93588786596998,-46.649249398689555,-47.41643858339554,-45.148046777805426,-92.70133532387824
,,0.0,7.91414492178457,7.8314647617157815,,,,,,,,,,46.23805271687006,,,41.727023183516884,,,18.950292687766648
,,,0.0,6.333760891680301,-14.091733380512192,-13.954619841655969,-6.271838648325878,-18.125525233314175,-27.06444336326243,-25.40581184484056,-29.09903135919324,-30.89035339908886,-35.021451634304924,-36.021053562740505,-33.146092264142595,-34.87106904330134,-43.097881374673804,-43.916139590428585,-41.496749082223886,-92.21548940687337
,,,,0.0,-19.208851545276822,-19.07990516201488,-11.854748138596552,-23.002370949627725,-31.408843226155327,-29.84900794476104,-33.3222411713323,-35.00686327523813,-38.8918930160975,-39.83195374568445,-37.12823925793436,-38.750467950584415,-46.487250946300065,-47.25676968512125,-44.98148995466078,-92.67917307932282
,,,,,0.0,0.15960459249345144,9.102610307367573,-4.695464140452044,-15.100653863975705,-13.169953148329308,-17.468980075168606,-19.554136848066722,-24.362868763836687,-25.526437728466245,-22.179889821345817,-24.187818565618077,-33.76409411522421,-34.716573134943104,-31.900324357720223,-90.93857797456624
,,,,,,0.0,8.928755011822762,-4.847332168191649,-15.235941194612954,-13.308317055618401,-17.600493471779586,-19.682327541893706,-24.483396730749472,-25.645111545183514,-22.303896370926292,-24.308625475480632,-33.8696412048936,-34.82060244679758,-32.008841369384186,-90.95301737431892
,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.0,-12.646878391770109,-22.183946014817632,-20.414326836864728,-24.35467887310651,-26.265867585295656,-30.673399084517023,-31.739889575763303,-28.672549667311596,-30.512953612382628,-39.29026473502903,-40.163276862819124,-37.581992355245156,-91.69458732480771
,,,,,,,,0.0,-10.917832640051866,-8.89201015612339,-13.402841553670777,-15.590729836313535,-20.63637836961806,-21.857274053265616,-18.34584841445626,-20.45270379774188,-30.500783318027107,-31.500189076765157,-28.54518934687482,-90.49213980876236
,,,,,,,,,0.0,2.2741055184960586,-2.7895694360218113,-5.245603395997561,-10.909642207398413,-12.2801697998787,-8.338386901152198,-10.703456640388103,-21.98302001212855,-23.104912067919933,-19.787750151607018,-89.32686476652518
,,,,,,,,,,0.0,-7.0284954626900165,-12.90098838217444,-15.21877348130165,-20.49592509103519,-5.566152245534938,-11.25946477082249,-28.090861799895954,-25.99271718397779,-24.57083405583492,-76.83370903415987
,,,,,,,,,,,0.0,-5.292785506308642,-6.878032999029456,-7.072144936913624,10.346166289226774,13.270786153348425,-10.546748625040445,-16.868327402135243,-14.441928178582996,-34.95308961501133
,,,,,,,,,,,,0.0,-1.6738402678144544,-1.878800300608048,16.512946642071455,19.60101113616178,-5.547584887613585,-12.222449955592003,-9.660449545671938,-31.317893010862885
,,,,,,,,,,,,,0.0,-2.337447424670768,4.3715093428945755,1.1928566503481968,-8.370681927877001,-15.052058194856247,-14.845204440460593,-60.17375715369234
,,,,,,,,,,,,,,0.0,24.094046591889576,18.694276675294816,-1.40926085706067,-11.66954270923209,-9.893586425079086,-53.80356629278113
,,,,,,,,,,,,,,,0.0,-2.580218326166064,-14.885874958650348,-16.109824677472705,-12.490903076414154,-88.3559378101224
,,,,,,,,,,,,,,,,0.0,-12.631578947368416,-13.887945670628177,-10.173174872665527,-88.04753820033956
,,,,,,,,,,,,,,,,,0.0,-1.438010104935868,2.8138359891177647,-86.3194714341236
,,,,,,,,,,,,,,,,,,0.0,4.313880126182964,-86.11987381703472
,,,,,,,,,,,,,,,,,,,0.0,-23.97337971715949
,,,,,,,,,,,,,,,,,,,,0.0
