2022-09-29,2022-09-30,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-10,2022-10-11,2022-10-12,2022-10-13,2022-10-14,2022-10-17,2022-10-18,2022-10-19,2022-10-20,2022-10-21,2022-10-24,2022-10-25,2022-10-26,2022-10-27,2022-10-28
0.0,-5.571030640668524,-10.584958217270188,-7.799442896935925,-6.908077994428961,-5.849582172701954,-13.481894150417817,-12.701949860724241,-15.32033426183843,-14.763231197771582,-14.930362116991642,-18.830083565459603,-20.612813370473535,-20.612813370473535,-22.284122562674096,-24.17827298050139,-18.050139275766007,-14.094707520891362,-7.465181058495821,-17.10306406685236,-21.61559888579387,-2.6740947075208936
,0.0,-5.309734513274328,-2.3598820058996965,-1.4159292035398139,-0.29498525073746734,-8.377581120943942,-7.551622418879063,-10.3244837758112,-9.734513274336274,-9.911504424778759,-14.04129793510324,-15.929203539823005,-15.929203539823005,-17.699115044247787,-19.705014749262535,-13.215339233038339,-9.026548672566369,-2.0058997050147487,-12.212389380530965,-16.99115044247787,3.067846607669614
,,0.0,3.115264797507788,4.112149532710281,5.295950155763227,-3.239875389408097,-2.367601246105935,-5.295950155763237,-4.672897196261682,-4.859813084112156,-9.221183800623054,-11.214953271028042,-11.214953271028042,-13.084112149532718,-15.202492211838015,-8.348909657320872,-3.925233644859818,3.4890965732087142,-7.289719626168223,-12.336448598130843,8.847352024922106
,,,0.0,0.4545454545454564,1.103896103896115,0.7792207792207857,0.45454545454546796,0.5194805194805315,1.233766233766242,-4.545454545454541,-1.5584415584415483,-10.129870129870122,-10.909090909090896,-12.532467532467532,-16.55844155844154,-14.610389610389612,-11.883116883116873,-7.727272727272724,-15.584415584415575,-15.584415584415575,-9.999999999999995
,,,,0.0,0.6464124111183027,0.32320620555915136,1.1482591075631873e-14,0.06464124111183946,0.7756948933419587,-4.977375565610857,-2.0038784744667018,-10.536522301228178,-11.312217194570124,-12.928248222365871,-16.93600517129927,-14.99676793794441,-12.281835811247568,-8.144796380090497,-15.966386554621842,-15.966386554621842,-10.407239819004523
,,,,,0.0,-0.32113037893385166,-0.642260757867692,-0.578034682080924,0.12845215157353612,-5.587668593448947,-2.6332691072575476,-11.111111111111112,-11.881824020552342,-13.487475915221589,-17.46949261400128,-15.542710340398214,-12.845215157353884,-8.73474630700065,-16.506101477199746,-16.506101477199746,-10.982658959537577
,,,,,,0.0,0.9014810045073858,-2.124919510624598,-1.481004507405025,-1.674179008370905,-6.181584030907925,-8.242112041210566,-8.242112041210566,-10.173857050869296,-12.36316806181585,-5.280103026400516,-0.7083065035415402,6.954282034771399,-4.185447520927239,-9.4011590470058,12.49195106245974
,,,,,,,0.0,-2.99936183790681,-2.361199744735147,-2.5526483726866536,-7.019783024888309,-9.061901723037641,-9.061901723037641,-10.976388002552643,-13.146139119336306,-6.126356094447973,-1.5954052329291528,5.9987236758136655,-5.041480536056142,-10.210593490746637,11.486917677089986
,,,,,,,,0.0,0.6578947368421029,0.46052631578946385,-4.144736842105267,-6.250000000000007,-6.250000000000007,-8.223684210526327,-10.460526315789483,-3.223684210526317,1.4473684210526239,9.276315789473673,-2.1052631578947385,-7.434210526315795,14.934210526315775
,,,,,,,,,0.0,-0.19607843137255643,-4.771241830065362,-6.862745098039221,-6.862745098039221,-8.823529411764715,-11.045751633986937,-3.856209150326796,0.7843137254901908,8.562091503267965,-2.7450980392156854,-8.039215686274511,14.183006535947701
,,,,,,,,,,0.0,3.129251700680278,-5.8503401360544185,-6.666666666666658,-8.367346938775514,-12.585034013605428,-10.544217687074834,-7.687074829931967,-3.333333333333335,-11.564625850340132,-11.564625850340132,-5.7142857142857135
,,,,,,,,,,,0.0,-2.196293754289638,-2.196293754289638,-4.255319148936177,-6.588881262868915,0.9608785175017197,5.833905284831844,14.001372683596426,2.1276595744680886,-3.431708991077557,19.90391214824982
,,,,,,,,,,,,0.0,0.0,-2.105263157894742,-4.491228070175443,3.228070175438603,8.210526315789474,16.561403508771928,4.421052631578952,-1.2631578947368403,22.596491228070168
,,,,,,,,,,,,,0.0,-1.8221574344023452,-6.34110787172011,-4.154518950437333,-1.093294460641402,3.57142857142856,-5.247813411078721,-5.247813411078721,1.0204081632652973
,,,,,,,,,,,,,,0.0,-4.602821083890108,-2.375649591685229,0.7423904974016439,5.493689680772088,-3.4892353377876684,-3.4892353377876684,2.8953229398663742
,,,,,,,,,,,,,,,0.0,2.33463035019453,5.603112840466917,10.583657587548618,1.167315175097265,1.167315175097265,7.85992217898831
,,,,,,,,,,,,,,,,0.0,3.193916349809899,8.060836501901145,-1.1406844106463772,-1.1406844106463772,5.399239543726242
,,,,,,,,,,,,,,,,,0.0,-0.6359300476947541,-2.6232114467408594,5.802861685214616,-11.12877583465819
,,,,,,,,,,,,,,,,,,0.0,-2.0,6.47999999999999,-10.560000000000002
,,,,,,,,,,,,,,,,,,,0.0,8.653061224489786,-8.734693877551022
,,,,,,,,,,,,,,,,,,,,0.0,6.6153846153846105
,,,,,,,,,,,,,,,,,,,,,0.0
